"Index" "FTNT.Open" "FTNT.High" "FTNT.Low" "FTNT.Close" "FTNT.Volume" "FTNT.Adjusted"
"2017-05-01" 7.86 7.868 7.726 7.83 10953000 7.83
"2017-05-02" 7.872 7.938 7.828 7.876 9259000 7.876
"2017-05-03" 7.896 7.956 7.802 7.844 7983000 7.844
"2017-05-04" 7.858 7.924 7.816 7.888 6400000 7.888
"2017-05-05" 7.908 8.048 7.892 8.016 7843500 8.016
"2017-05-08" 8.022 8.04 7.93 7.956 4558000 7.956
"2017-05-09" 8.068 8.142 7.8 7.812 8570500 7.812
"2017-05-10" 7.8 7.884 7.794 7.85 4748500 7.85
"2017-05-11" 7.832 7.858 7.72 7.806 5395500 7.806
"2017-05-12" 7.806 7.84 7.708 7.824 6744500 7.824
"2017-05-15" 8.02 8.266 8.02 8.09 17694000 8.09
"2017-05-16" 8.162 8.198 8.092 8.194 8520500 8.194
"2017-05-17" 8.146 8.15 7.906 7.91 7081500 7.91
"2017-05-18" 7.868 7.954 7.774 7.934 7105500 7.934
"2017-05-19" 7.976 8.076 7.958 8.008 5797000 8.008
"2017-05-22" 8.006 8.114 7.98 8.098 7767500 8.098
"2017-05-23" 8.118 8.136 7.998 8.014 4794000 8.014
"2017-05-24" 8.046 8.088 7.944 7.96 4059500 7.96
"2017-05-25" 7.988 8.024 7.894 7.93 5165500 7.93
"2017-05-26" 7.924 7.934 7.864 7.898 4325500 7.898
"2017-05-30" 7.874 7.894 7.798 7.83 10323500 7.83
"2017-05-31" 7.844 7.88 7.77 7.868 9315000 7.868
"2017-06-01" 7.962 7.974 7.796 7.842 14670500 7.842
"2017-06-02" 7.91 7.926 7.788 7.81 11387500 7.81
"2017-06-05" 7.78 7.92 7.776 7.874 7558000 7.874
"2017-06-06" 7.83 7.888 7.782 7.818 12499000 7.818
"2017-06-07" 7.8 7.844 7.71 7.84 15297000 7.84
"2017-06-08" 7.816 7.918 7.706 7.904 11153000 7.904
"2017-06-09" 7.922 7.936 7.36 7.464 18236500 7.464
"2017-06-12" 7.376 7.496 7.154 7.486 17843500 7.486
"2017-06-13" 7.532 7.602 7.486 7.588 4930500 7.588
"2017-06-14" 7.622 7.674 7.494 7.57 7920500 7.57
"2017-06-15" 7.484 7.552 7.466 7.528 4134500 7.528
"2017-06-16" 7.52 7.57 7.482 7.566 8594000 7.566
"2017-06-19" 7.608 7.652 7.578 7.6 5748000 7.6
"2017-06-20" 7.604 7.64 7.49 7.494 5406500 7.494
"2017-06-21" 7.52 7.626 7.52 7.546 4812000 7.546
"2017-06-22" 7.562 7.604 7.518 7.558 3773000 7.558
"2017-06-23" 7.57 7.674 7.52 7.658 6017000 7.658
"2017-06-26" 7.658 7.7 7.514 7.566 5045000 7.566
"2017-06-27" 7.526 7.612 7.428 7.44 4866000 7.44
"2017-06-28" 7.498 7.608 7.442 7.546 5972500 7.546
"2017-06-29" 7.562 7.64 7.416 7.548 8339000 7.548
"2017-06-30" 7.554 7.606 7.484 7.488 6397000 7.488
"2017-07-03" 7.534 7.606 7.406 7.426 2502500 7.426
"2017-07-05" 7.54 7.84 7.526 7.726 12319000 7.726
"2017-07-06" 7.664 7.688 7.564 7.596 7948500 7.596
"2017-07-07" 7.654 7.78 7.5 7.698 6433500 7.698
"2017-07-10" 7.706 7.736 7.624 7.7 5425500 7.7
"2017-07-11" 7.702 7.78 7.66 7.776 8451000 7.776
"2017-07-12" 7.822 7.988 7.812 7.9 9575000 7.9
"2017-07-13" 7.92 8.02 7.856 8.014 8826500 8.014
"2017-07-14" 7.798 8.04 7.73 8.024 9790500 8.024
"2017-07-17" 8.038 8.098 7.962 8.046 10086000 8.046
"2017-07-18" 8.018 8.11 8.004 8.094 4492000 8.094
"2017-07-19" 8.124 8.312 8.1 8.22 7832000 8.22
"2017-07-20" 8.1 8.166 8.008 8.142 8722500 8.142
"2017-07-21" 8.13 8.148 8.068 8.074 3203500 8.074
"2017-07-24" 8.09 8.142 8.042 8.11 3914000 8.11
"2017-07-25" 8.124 8.19 8.09 8.142 9157500 8.142
"2017-07-26" 8.152 8.178 8.048 8.116 9700500 8.116
"2017-07-27" 7.91 8.16 7.636 7.684 31376500 7.684
"2017-07-28" 7.656 7.714 7.48 7.494 11531000 7.494
"2017-07-31" 7.52 7.55 7.36 7.382 11554000 7.382
"2017-08-01" 7.428 7.43 7.342 7.36 7952500 7.36
"2017-08-02" 7.4 7.422 7.174 7.274 8933000 7.274
"2017-08-03" 7.274 7.324 7.206 7.28 7072000 7.28
"2017-08-04" 7.276 7.4 7.246 7.368 16033000 7.368
"2017-08-07" 7.364 7.416 7.286 7.366 10188000 7.366
"2017-08-08" 7.334 7.376 7.286 7.304 5792500 7.304
"2017-08-09" 7.25 7.344 7.234 7.34 6901500 7.34
"2017-08-10" 7.284 7.35 7.204 7.222 8264500 7.222
"2017-08-11" 7.184 7.314 7.18 7.296 5988000 7.296
"2017-08-14" 7.358 7.44 7.352 7.41 3534500 7.41
"2017-08-15" 7.44 7.44 7.34 7.362 2983500 7.362
"2017-08-16" 7.362 7.458 7.356 7.438 3691000 7.438
"2017-08-17" 7.41 7.474 7.3 7.304 3101000 7.304
"2017-08-18" 7.314 7.386 7.282 7.33 3553000 7.33
"2017-08-21" 7.32 7.392 7.29 7.386 3393000 7.386
"2017-08-22" 7.406 7.534 7.404 7.504 4115500 7.504
"2017-08-23" 7.452 7.488 7.404 7.42 2953000 7.42
"2017-08-24" 7.434 7.504 7.422 7.446 3726000 7.446
"2017-08-25" 7.496 7.53 7.416 7.436 4454500 7.436
"2017-08-28" 7.442 7.464 7.408 7.452 5381000 7.452
"2017-08-29" 7.4 7.498 7.39 7.472 2648000 7.472
"2017-08-30" 7.478 7.58 7.47 7.568 2789000 7.568
"2017-08-31" 7.59 7.684 7.582 7.64 6633000 7.64
"2017-09-01" 7.682 7.722 7.612 7.66 3582500 7.66
"2017-09-05" 7.58 7.666 7.332 7.348 9034000 7.348
"2017-09-06" 7.37 7.484 7.326 7.48 5945500 7.48
"2017-09-07" 7.5 7.54 7.42 7.47 3912500 7.47
"2017-09-08" 7.518 7.69 7.504 7.512 5858000 7.512
"2017-09-11" 7.566 7.708 7.566 7.648 5812000 7.648
"2017-09-12" 7.678 7.704 7.58 7.696 3846000 7.696
"2017-09-13" 7.66 7.694 7.586 7.588 5369000 7.588
"2017-09-14" 7.562 7.624 7.478 7.61 4195000 7.61
"2017-09-15" 7.594 7.732 7.594 7.732 9414000 7.732
"2017-09-18" 7.76 7.814 7.718 7.718 6397000 7.718
"2017-09-19" 7.772 7.776 7.698 7.708 3591000 7.708
"2017-09-20" 7.702 7.728 7.57 7.648 3537500 7.648
"2017-09-21" 7.654 7.902 7.606 7.664 3985500 7.664
"2017-09-22" 7.632 7.732 7.63 7.668 3059500 7.668
"2017-09-25" 7.66 7.674 7.478 7.51 4258000 7.51
"2017-09-26" 7.548 7.588 7.438 7.492 4713500 7.492
"2017-09-27" 7.52 7.598 7.516 7.54 12989000 7.54
"2017-09-28" 7.518 7.518 7.18 7.182 15988000 7.182
"2017-09-29" 7.172 7.24 7.088 7.168 16533000 7.168
"2017-10-02" 7.182 7.388 7.182 7.27 11044500 7.27
"2017-10-03" 7.298 7.394 7.286 7.346 7594500 7.346
"2017-10-04" 7.35 7.394 7.316 7.374 4873000 7.374
"2017-10-05" 7.388 7.666 7.37 7.658 13491000 7.658
"2017-10-06" 7.636 7.83 7.624 7.806 9271500 7.806
"2017-10-09" 7.798 7.84 7.724 7.754 6179500 7.754
"2017-10-10" 7.764 7.786 7.678 7.69 4329500 7.69
"2017-10-11" 7.684 7.784 7.666 7.736 3127000 7.736
"2017-10-12" 7.714 7.752 7.694 7.702 5254000 7.702
"2017-10-13" 7.75 7.848 7.73 7.816 4684500 7.816
"2017-10-16" 7.824 7.85 7.71 7.788 4188500 7.788
"2017-10-17" 7.82 7.932 7.798 7.852 5606500 7.852
"2017-10-18" 7.998 8.08 7.86 8.058 11902000 8.058
"2017-10-19" 8.008 8.044 7.882 8.044 6376500 8.044
"2017-10-20" 8.068 8.112 8.02 8.064 5734500 8.064
"2017-10-23" 8.06 8.096 7.994 8.034 4641000 8.034
"2017-10-24" 8.032 8.078 7.97 8 5781500 8
"2017-10-25" 8 8.054 7.896 7.94 4512500 7.94
"2017-10-26" 7.956 8.054 7.902 8.02 7654500 8.02
"2017-10-27" 7.454 8.07 7.43 7.748 25671000 7.748
"2017-10-30" 7.744 7.94 7.726 7.9 10529500 7.9
"2017-10-31" 7.928 7.978 7.86 7.882 7215000 7.882
"2017-11-01" 7.884 7.892 7.664 7.754 11772500 7.754
"2017-11-02" 7.692 7.806 7.624 7.722 8098000 7.722
"2017-11-03" 7.702 7.816 7.7 7.802 6008000 7.802
"2017-11-06" 7.778 7.858 7.724 7.85 7716500 7.85
"2017-11-07" 7.89 7.906 7.768 7.818 7150000 7.818
"2017-11-08" 7.828 8.02 7.8 7.982 9923500 7.982
"2017-11-09" 7.934 8.008 7.826 7.898 7914000 7.898
"2017-11-10" 7.898 8.018 7.844 7.988 8012000 7.988
"2017-11-13" 7.968 8.076 7.936 8.07 8878000 8.07
"2017-11-14" 7.99 8.082 7.886 8.004 7195500 8.004
"2017-11-15" 7.926 8.048 7.88 7.98 7151500 7.98
"2017-11-16" 8.02 8.146 7.984 8.052 10672000 8.052
"2017-11-17" 8.052 8.102 7.996 8.062 6519000 8.062
"2017-11-20" 8.082 8.198 8.042 8.154 6824500 8.154
"2017-11-21" 8.2 8.304 8.168 8.264 9493000 8.264
"2017-11-22" 8.3 8.4 8.266 8.354 8206000 8.354
"2017-11-24" 8.368 8.416 8.33 8.382 2824000 8.382
"2017-11-27" 8.382 8.448 8.356 8.366 14213000 8.366
"2017-11-28" 8.416 8.462 8.326 8.432 5519500 8.432
"2017-11-29" 8.422 8.434 8.204 8.288 5679500 8.288
"2017-11-30" 8.354 8.436 8.266 8.412 6821500 8.412
"2017-12-01" 8.396 8.456 8.24 8.438 5935500 8.438
"2017-12-04" 8.484 8.498 8.302 8.308 6715500 8.308
"2017-12-05" 8.252 8.394 8.214 8.22 7798500 8.22
"2017-12-06" 8.19 8.284 8.1 8.258 6296500 8.258
"2017-12-07" 8.276 8.328 8.208 8.284 7613500 8.284
"2017-12-08" 8.324 8.406 8.314 8.39 4829500 8.39
"2017-12-11" 8.388 8.476 8.36 8.444 6013000 8.444
"2017-12-12" 8.306 8.518 8.292 8.436 6664500 8.436
"2017-12-13" 8.468 8.616 8.442 8.53 6183000 8.53
"2017-12-14" 8.56 8.61 8.512 8.542 7475000 8.542
"2017-12-15" 8.568 8.76 8.568 8.728 14326500 8.728
"2017-12-18" 8.778 8.94 8.738 8.854 9268500 8.854
"2017-12-19" 8.85 9.128 8.818 9.018 11030000 9.018
"2017-12-20" 9.1 9.1 8.74 8.974 8702500 8.974
"2017-12-21" 9 9 8.782 8.798 7797500 8.798
"2017-12-22" 8.81 8.848 8.722 8.784 7190000 8.784
"2017-12-26" 8.722 8.862 8.722 8.832 6491000 8.832
"2017-12-27" 8.84 8.858 8.784 8.812 2848500 8.812
"2017-12-28" 8.818 8.824 8.766 8.802 6961500 8.802
"2017-12-29" 8.822 8.838 8.738 8.738 4473000 8.738
"2018-01-02" 8.752 8.892 8.712 8.87 6443500 8.87
"2018-01-03" 8.86 9.028 8.834 9.006 7572500 9.006
"2018-01-04" 9.022 9.046 8.792 8.8 12654500 8.8
"2018-01-05" 8.864 8.908 8.784 8.82 7152000 8.82
"2018-01-08" 8.858 9.008 8.802 9 5955000 9
"2018-01-09" 8.938 8.968 8.794 8.864 6906500 8.864
"2018-01-10" 8.812 8.844 8.696 8.82 5894500 8.82
"2018-01-11" 8.818 8.922 8.78 8.852 6355000 8.852
"2018-01-12" 8.888 9.026 8.86 8.988 7310000 8.988
"2018-01-16" 9.006 9.158 8.83 8.868 7371000 8.868
"2018-01-17" 8.954 9.054 8.928 9.018 5543000 9.018
"2018-01-18" 8.976 9.18 8.97 9.142 9710000 9.142
"2018-01-19" 9.18 9.286 9.13 9.202 11593500 9.202
"2018-01-22" 9.16 9.182 9.042 9.17 6751500 9.17
"2018-01-23" 8.858 9.182 8.71 9.15 13508000 9.15
"2018-01-24" 9.19 9.246 9.01 9.05 6414000 9.05
"2018-01-25" 9.11 9.162 9.024 9.082 3783000 9.082
"2018-01-26" 9.022 9.208 9.018 9.172 6188500 9.172
"2018-01-29" 9.152 9.248 9.138 9.192 8337000 9.192
"2018-01-30" 9.13 9.2 9.126 9.148 6633500 9.148
"2018-01-31" 9.078 9.28 9.072 9.208 7181000 9.208
"2018-02-01" 9.15 9.254 9.094 9.174 7192500 9.174
"2018-02-02" 9.142 9.146 8.968 8.988 7533000 8.988
"2018-02-05" 8.854 9.14 8.734 8.766 14270000 8.766
"2018-02-06" 9.054 9.4 8.92 9.308 33522000 9.308
"2018-02-07" 9.336 9.36 9.1 9.102 12831000 9.102
"2018-02-08" 9.1 9.17 8.894 8.9 18568500 8.9
"2018-02-09" 9.046 9.374 8.908 9.308 21310500 9.308
"2018-02-12" 9.374 9.44 9.278 9.296 13406000 9.296
"2018-02-13" 9.286 9.632 9.26 9.624 12592000 9.624
"2018-02-14" 9.586 9.702 9.536 9.676 7830000 9.676
"2018-02-15" 9.7 9.912 9.64 9.856 8677500 9.856
"2018-02-16" 9.806 9.916 9.788 9.79 6526000 9.79
"2018-02-20" 9.686 9.924 9.684 9.812 5691000 9.812
"2018-02-21" 9.88 9.994 9.822 9.822 7984000 9.822
"2018-02-22" 9.85 9.966 9.804 9.84 8475500 9.84
"2018-02-23" 9.93 9.988 9.816 9.974 6277500 9.974
"2018-02-26" 9.998 10.078 9.958 10.064 5533000 10.064
"2018-02-27" 10.084 10.174 9.99 9.99 4289500 9.99
"2018-02-28" 9.964 10.2 9.916 10.094 8517000 10.094
"2018-03-01" 10.144 10.184 9.854 9.902 9498500 9.902
"2018-03-02" 9.878 10.112 9.85 10.092 9912500 10.092
"2018-03-05" 10.046 10.246 9.976 10.13 7842000 10.13
"2018-03-06" 10.178 10.386 10.094 10.37 9749000 10.37
"2018-03-07" 10.266 10.51 10.242 10.494 8776500 10.494
"2018-03-08" 10.57 10.826 10.526 10.818 12733000 10.818
"2018-03-09" 10.894 10.936 10.792 10.888 8948500 10.888
"2018-03-12" 10.888 10.964 10.828 10.936 6276500 10.936
"2018-03-13" 10.938 10.99 10.8 10.85 6265000 10.85
"2018-03-14" 10.846 10.926 10.78 10.908 3752000 10.908
"2018-03-15" 10.924 10.994 10.808 10.836 4811000 10.836
"2018-03-16" 10.818 10.946 10.8 10.8 11374500 10.8
"2018-03-19" 10.536 10.694 10.444 10.67 6928500 10.67
"2018-03-20" 10.644 10.828 10.564 10.756 3586000 10.756
"2018-03-21" 10.826 11.036 10.762 10.914 7636500 10.914
"2018-03-22" 10.792 10.928 10.7 10.722 4548000 10.722
"2018-03-23" 10.716 10.772 10.584 10.59 6039000 10.59
"2018-03-26" 10.772 10.92 10.69 10.916 4890500 10.916
"2018-03-27" 11.024 11.068 10.594 10.666 6692000 10.666
"2018-03-28" 10.666 10.72 10.394 10.456 10064000 10.456
"2018-03-29" 10.55 10.754 10.49 10.716 6760500 10.716
"2018-04-02" 10.622 10.706 10.406 10.486 4772000 10.486
"2018-04-03" 10.546 10.738 10.546 10.686 7500000 10.686
"2018-04-04" 10.484 10.896 10.448 10.862 6200500 10.862
"2018-04-05" 10.87 11.048 10.838 10.918 5035500 10.918
"2018-04-06" 10.846 10.994 10.802 10.866 6209000 10.866
"2018-04-09" 10.858 11.092 10.85 10.894 6168000 10.894
"2018-04-10" 11.034 11.306 10.94 11.246 7281500 11.246
"2018-04-11" 10.936 11.27 10.852 10.966 11506000 10.966
"2018-04-12" 11.082 11.292 11.082 11.218 6920500 11.218
"2018-04-13" 11.294 11.294 11.106 11.168 4083500 11.168
"2018-04-16" 11.29 11.466 11.22 11.352 5807000 11.352
"2018-04-17" 11.44 11.558 11.4 11.534 7274000 11.534
"2018-04-18" 11.596 11.596 11.476 11.498 4222000 11.498
"2018-04-19" 11.45 11.51 11.378 11.482 3822500 11.482
"2018-04-20" 11.456 11.532 11.374 11.43 3431000 11.43
"2018-04-23" 11.514 11.564 11.336 11.348 7771500 11.348
"2018-04-24" 11.5 11.542 11.104 11.214 6745000 11.214
"2018-04-25" 11.158 11.196 10.852 10.96 12190000 10.96
"2018-04-26" 11.034 11.194 10.996 11.084 8234500 11.084
"2018-04-27" 11.134 11.228 10.978 10.986 7503500 10.986
"2018-04-30" 11.036 11.256 10.994 11.072 7636500 11.072
"2018-05-01" 11.002 11.168 10.988 11.148 6190500 11.148
"2018-05-02" 11.184 11.288 11.128 11.188 6737000 11.188
"2018-05-03" 11.112 11.298 10.982 11.222 13995500 11.222
"2018-05-04" 11.154 11.22 10.68 10.948 17450000 10.948
"2018-05-07" 11.04 11.164 10.952 11.138 8016500 11.138
"2018-05-08" 11.076 11.394 11.058 11.388 10670000 11.388
"2018-05-09" 11.41 11.814 11.41 11.804 12710000 11.804
"2018-05-10" 11.782 12.056 11.768 12.032 7323500 12.032
"2018-05-11" 12.036 12.114 11.868 12.076 8567500 12.076
"2018-05-14" 12.076 12.162 11.832 11.91 6479000 11.91
"2018-05-15" 11.846 11.924 11.656 11.858 6401000 11.858
"2018-05-16" 11.888 11.898 11.694 11.722 6825000 11.722
"2018-05-17" 11.698 11.756 11.552 11.658 7761000 11.658
"2018-05-18" 11.664 11.804 11.642 11.704 7560000 11.704
"2018-05-21" 11.85 11.938 11.768 11.864 10821500 11.864
"2018-05-22" 11.882 11.942 11.746 11.754 6762500 11.754
"2018-05-23" 11.646 11.84 11.62 11.834 4842000 11.834
"2018-05-24" 11.864 12.164 11.856 12.128 12921000 12.128
"2018-05-25" 12.094 12.128 11.986 12.074 4194500 12.074
"2018-05-29" 12.04 12.19 11.962 11.986 7375500 11.986
"2018-05-30" 12.07 12.282 12.068 12.236 6564000 12.236
"2018-05-31" 12.232 12.426 12.2 12.236 10104500 12.236
"2018-06-01" 12.312 12.418 12.304 12.4 6277000 12.4
"2018-06-04" 12.496 12.53 12.312 12.494 5679000 12.494
"2018-06-05" 12.538 12.654 12.406 12.64 7323500 12.64
"2018-06-06" 12.66 12.714 12.55 12.658 6903500 12.658
"2018-06-07" 12.678 12.744 12.166 12.3 8728000 12.3
"2018-06-08" 12.3 12.534 12.172 12.506 6575500 12.506
"2018-06-11" 12.558 12.67 12.508 12.65 4543000 12.65
"2018-06-12" 12.666 12.83 12.584 12.822 6317000 12.822
"2018-06-13" 12.876 13.034 12.832 12.938 9365000 12.938
"2018-06-14" 13.018 13.254 13.018 13.148 8393000 13.148
"2018-06-15" 13.18 13.2 12.958 13.056 13102500 13.056
"2018-06-18" 12.996 13.264 12.946 13.234 12170000 13.234
"2018-06-19" 12.64 12.95 12.56 12.864 13469000 12.864
"2018-06-20" 12.87 13.11 12.87 13.016 6157500 13.016
"2018-06-21" 13.006 13.092 12.796 12.948 5191500 12.948
"2018-06-22" 12.966 12.966 12.656 12.786 11521000 12.786
"2018-06-25" 12.694 12.71 12.306 12.424 11576000 12.424
"2018-06-26" 12.494 12.658 12.434 12.574 7132000 12.574
"2018-06-27" 12.646 12.718 12.344 12.36 7116500 12.36
"2018-06-28" 12.312 12.528 12.216 12.49 4818500 12.49
"2018-06-29" 12.564 12.688 12.468 12.486 9346500 12.486
"2018-07-02" 12.434 12.794 12.38 12.786 4696000 12.786
"2018-07-03" 12.824 12.856 12.674 12.718 2998500 12.718
"2018-07-05" 12.824 12.88 12.66 12.866 8854500 12.866
"2018-07-06" 12.872 13.024 12.816 12.994 3594000 12.994
"2018-07-09" 13.058 13.194 12.882 12.954 5410500 12.954
"2018-07-10" 13.022 13.168 13.002 13.082 5001000 13.082
"2018-07-11" 13.006 13.166 12.958 13.132 3700000 13.132
"2018-07-12" 13.19 13.49 13.16 13.446 3989500 13.446
"2018-07-13" 13.416 13.46 13.246 13.312 4880500 13.312
"2018-07-16" 13.37 13.404 13.222 13.246 2719500 13.246
"2018-07-17" 13.2 13.444 13.002 13.388 6018000 13.388
"2018-07-18" 13.412 13.44 13.298 13.362 7046000 13.362
"2018-07-19" 13.406 13.61 13.368 13.49 8022000 13.49
"2018-07-20" 13.272 13.67 13.272 13.596 5075500 13.596
"2018-07-23" 13.582 13.662 13.38 13.644 5828500 13.644
"2018-07-24" 13.734 13.758 13.23 13.35 7223500 13.35
"2018-07-25" 13.378 13.734 13.378 13.686 5712000 13.686
"2018-07-26" 13.622 13.766 13.474 13.714 6090500 13.714
"2018-07-27" 13.674 13.71 13.006 13.162 6343000 13.162
"2018-07-30" 13.116 13.148 12.454 12.556 11980000 12.556
"2018-07-31" 12.62 12.748 12.474 12.582 9736000 12.582
"2018-08-01" 12.646 12.974 12.618 12.92 14783000 12.92
"2018-08-02" 14.1 14.774 14 14.752 20620000 14.752
"2018-08-03" 14.798 15.128 14.618 14.726 13137000 14.726
"2018-08-06" 14.698 14.852 14.564 14.726 7280500 14.726
"2018-08-07" 14.72 14.884 14.596 14.612 4659000 14.612
"2018-08-08" 14.606 14.668 14.43 14.61 6597500 14.61
"2018-08-09" 14.67 15.028 14.628 14.91 8613000 14.91
"2018-08-10" 14.802 15.156 14.77 15.058 6264500 15.058
"2018-08-13" 15 15.114 14.848 14.956 9093500 14.956
"2018-08-14" 15.058 15.292 14.84 15.27 4561000 15.27
"2018-08-15" 15.254 15.39 15.038 15.244 7611000 15.244
"2018-08-16" 15.3 15.478 15.274 15.318 5723500 15.318
"2018-08-17" 15.3 15.338 15.08 15.3 4740500 15.3
"2018-08-20" 15.38 15.474 15.208 15.336 6261000 15.336
"2018-08-21" 15.454 15.5 15.254 15.322 6180500 15.322
"2018-08-22" 15.298 15.602 15.298 15.544 4141000 15.544
"2018-08-23" 15.5 15.818 15.5 15.75 5853000 15.75
"2018-08-24" 15.792 16.139999 15.79 16.077999 4449500 16.077999
"2018-08-27" 16.106001 16.24 15.952 16.062 4756500 16.062
"2018-08-28" 16.128 16.226 16.016001 16.184 4584000 16.184
"2018-08-29" 16.316 16.612 16.27 16.502001 6126500 16.502001
"2018-08-30" 16.49 16.726 16.42 16.610001 5623000 16.610001
"2018-08-31" 16.573999 16.823999 16.573999 16.752001 8661000 16.752001
"2018-09-04" 17.02 17.232 16.761999 17.216 9832500 17.216
"2018-09-05" 17.256001 17.312 16.312 16.704 10462000 16.704
"2018-09-06" 16.757999 17.153999 16.704 17 8817500 17
"2018-09-07" 16.888 17.358 16.752001 17.104 5359500 17.104
"2018-09-10" 17.226 17.598 17.115999 17.57 7772000 17.57
"2018-09-11" 17.502001 17.768 17.4 17.445999 10715500 17.445999
"2018-09-12" 17.468 17.794001 17.27 17.746 8232500 17.746
"2018-09-13" 17.846001 18.1 17.695999 17.986 8775000 17.986
"2018-09-14" 18.002001 18.254 18.002001 18.07 7647500 18.07
"2018-09-17" 18.062 18.146 17.524 17.634001 7094500 17.634001
"2018-09-18" 17.318001 17.888 17.056 17.686001 9148000 17.686001
"2018-09-19" 17.73 17.788 16.914 17.166 13020000 17.166
"2018-09-20" 16.799999 17.288 16.554001 17.142 13577500 17.142
"2018-09-21" 17.18 17.431999 17.042 17.096001 16007000 17.096001
"2018-09-24" 17.096001 17.542 16.832001 17.450001 10490000 17.450001
"2018-09-25" 17.65 17.972 17.6 17.902 11664500 17.902
"2018-09-26" 18 18.096001 17.746 17.91 9362500 17.91
"2018-09-27" 18.014 18.450001 18.014 18.351999 11569500 18.351999
"2018-09-28" 18.24 18.476 17.954 18.454 11345000 18.454
"2018-10-01" 18.6 18.874001 18.360001 18.458 9299000 18.458
"2018-10-02" 18.469999 18.493999 18.016001 18.236 10354500 18.236
"2018-10-03" 18.308001 18.530001 18.202 18.299999 8188500 18.299999
"2018-10-04" 18.290001 18.34 17.700001 17.858 8666000 17.858
"2018-10-05" 17.538 17.625999 16.917999 17.219999 19749000 17.219999
"2018-10-08" 17.24 17.384001 16.365999 16.74 18986500 16.74
"2018-10-09" 16.610001 16.917999 16.402 16.511999 15981000 16.511999
"2018-10-10" 16.622 16.686001 15.68 15.914 166853000 15.914
"2018-10-11" 15.766 15.956 15.348 15.424 20363500 15.424
"2018-10-12" 15.928 16.195999 15.71 15.99 18645500 15.99
"2018-10-15" 16.059999 16.257999 15.712 16.030001 12905000 16.030001
"2018-10-16" 16.290001 16.598 16.134001 16.542 11188500 16.542
"2018-10-17" 16.601999 16.747999 16.209999 16.332001 13539000 16.332001
"2018-10-18" 16.190001 16.502001 16.139999 16.341999 14145500 16.341999
"2018-10-19" 16.521999 16.792 16.228001 16.24 11393500 16.24
"2018-10-22" 16.299999 16.694 16.167999 16.587999 10575500 16.587999
"2018-10-23" 16.16 16.75 16.068001 16.68 10476500 16.68
"2018-10-24" 16.610001 16.790001 15.778 15.82 8937000 15.82
"2018-10-25" 15.978 16.362 15.846 16.219999 9034500 16.219999
"2018-10-26" 15.77 15.986 15.432 15.638 9069500 15.638
"2018-10-29" 16.054001 16.198 15.204 15.508 10465500 15.508
"2018-10-30" 15.456 15.892 15.378 15.79 9917500 15.79
"2018-10-31" 16.212 16.568001 16.153999 16.436001 10595500 16.436001
"2018-11-01" 16.440001 16.799999 15.936 16.738001 11803000 16.738001
"2018-11-02" 16.336 16.344 14.308 14.512 29632500 14.512
"2018-11-05" 14.602 15.044 14.338 14.974 14500000 14.974
"2018-11-06" 14.914 15.128 14.704 14.95 9645000 14.95
"2018-11-07" 15.182 15.736 15.124 15.572 14676000 15.572
"2018-11-08" 15.612 15.898 15.456 15.582 11460500 15.582
"2018-11-09" 15.378 15.444 14.792 14.946 11174500 14.946
"2018-11-12" 14.878 15.072 14.53 14.748 8576500 14.748
"2018-11-13" 14.764 15.008 14.56 14.696 6777000 14.696
"2018-11-14" 14.94 15.086 14.604 14.668 9375000 14.668
"2018-11-15" 14.502 14.63 14.32 14.55 8675500 14.55
"2018-11-16" 14.476 14.732 14.306 14.69 11099000 14.69
"2018-11-19" 14.626 14.67 13.506 13.556 14420500 13.556
"2018-11-20" 13.154 13.718 12.93 13.408 16924000 13.408
"2018-11-21" 13.528 13.856 13.508 13.708 17896500 13.708
"2018-11-23" 13.528 13.804 13.528 13.592 4263500 13.592
"2018-11-26" 13.842 14.214 13.726 14.168 9080500 14.168
"2018-11-27" 14.118 14.24 13.972 14.14 9286500 14.14
"2018-11-28" 14.25 14.758 14.25 14.704 8112500 14.704
"2018-11-29" 14.614 14.88 14.428 14.78 7416500 14.78
"2018-11-30" 14.79 15.014 14.532 14.768 15608000 14.768
"2018-12-03" 15.246 15.436 14.872 15.022 11311500 15.022
"2018-12-04" 15.096 15.278 14.488 14.676 11437000 14.676
"2018-12-06" 14.324 15.094 14.068 15.088 11368500 15.088
"2018-12-07" 14.962 15.1 14.238 14.322 9216000 14.322
"2018-12-10" 14.408 14.99 14.408 14.94 7206000 14.94
"2018-12-11" 15.194 15.256 14.8 14.888 17497000 14.888
"2018-12-12" 15.2 15.27 14.926 15.038 7198500 15.038
"2018-12-13" 15.188 15.27 14.726 14.902 5705000 14.902
"2018-12-14" 14.608 14.906 14.426 14.582 11192000 14.582
"2018-12-17" 14.468 14.5 13.572 13.648 14733000 13.648
"2018-12-18" 13.73 14.284 13.73 14.014 15791500 14.014
"2018-12-19" 14.144 14.492 13.892 14.004 12113000 14.004
"2018-12-20" 13.88 14.144 13.432 13.974 17435000 13.974
"2018-12-21" 14.042 14.164 13.02 13.168 20716000 13.168
"2018-12-24" 13 13.4 12.882 13.102 5471500 13.102
"2018-12-26" 13.206 13.732 13.192 13.714 13964000 13.714
"2018-12-27" 13.532 14.082 13.414 14.078 8030000 14.078
